text,metka
"Енді Мен сізге Қырым татарларының неге жіберілгенін айтамын. Олар сатқындар болғандықтан қуылды, ал олардың сатқындықтары немістерге басқыншыларға Қырымды басып алуға көмектесті – баланың анасы мұғалімнің сөздерін жеткізді. Алиева қызы бірден сыныптастарының – Қырым татарларының емес, айыптайтын көзқарастарын бірден сезінетінін айтты. ""Мен күйеуімді шақырған біздің сыныптың ата-аналарының бірінен білдім. Олардың қызы жылап келді. Біздің балалар психологиялық және моральдық жарақат алды. Біздің сыныптағы барлық ата – аналар ренжіді"", - деді ол. https://vk.com/nations_united",1
"мен сізге біздің ортадағы экстремизм дамымаған және дамымауы мүмкін емес екенін айтуға асығамын, өйткені бұл тыйым салады Дін ең үлкен күнәлардың бірі ретінде. Ал, егер мешітте автобустар неге біреуді ұстаса? Ой туралы Мен сізді сенімді түрде ренжіте аламын. Егер сіз жалған оймен келіссеңіз және ол сіздің жүрегіңізге еніп, эмоцияларды басқарса, бұл бір нәрсе және сіз оны айтқаннан немесе оған сәйкес әрекет еткеннен кейін мүлдем басқа нәрсе. Бұл іс экстремизммен бір қатарда тұр. https://vk.com/nations_united",1
"сіз кем дегенде екі жалған ойды айттыңыз. Имамның өтірігі және біздің ортада экстремизмнің дамуы туралы. Сіз бұл ойларды олар сізге келген кезде басқаруыңыз керек еді, бірақ сіз оларды тексермей, олармен сөйлесіп, осындай жалған идеялармен өмір сүрдіңіз. Өз дініңізді жақсырақ үйретіңіз. https://vk.com/nations_united",1
"Мен Мәскеу көшелерінде ""мәсіхшілер"" мен атеистерді өздерін дұрыс ұстамайтын машиналармен көрмеймін. Көрген жоқ, мен олардың арасында жатыр. Бірақ ""Ислам өкілдері"" жиі заңсыздықпен айналысады. Марат сіз жазғандарыңыздың бәрін білмеймін деп ойлайсыз. Сонымен қатар, Мен сіздің ортаңыздағы экстремистер ЦРУ екенін білемін, олар сізге көптеген мәселелерді шешуге, атап айтқанда, Исламның беделін түсіруге кеңес береді... https://vk.com/nations_united",1
"эмоциялар иә бұл да жалған ойларға байланысты-біздің басты жауымыздан жіберіп алған ""соққылар"". Сіз көрген жоқсыз Мен көрдім. Бірақ менің ойымша, олар христиандар немесе мұсылмандар қатарынан емес, өздерін осылай атайды. Бірақ күнәсіз адамдар жоқ екенін ұмытпаңыз, біз бәріміз ең әлсіз жақтарымызда өткізіп жібереміз және мұсылман емес шомылдыру рәсімінен өткен барлық қылмыскерлер, бірақ бұл олардың мәсіхшілер екенін білдірмейді және олар бәрін соттауы керек. автобустары бар жүк көліктерін храмдарға және барлық приходшыларға себептері анықталғанға дейін немесе ""скапегат"" табу үшін отырғызу керек""экстремизмге қарсы күреске бюджеттен тағы бір қаражат алу үшін оны өздері басқаруы мүмкін. https://vk.com/nations_united",1
"неліктен Құдай қайда тұрады және ол қайда тұрады? О, Мен сізді осы тайғақ жолдан ескертуге асығамын. Өйткені сіз өз сөздеріңізде шындыққа сәйкес келмейтін артық сөздерді айтасыз немесе адамдарға білуге болмайтын нәрсені растайсыз. Сізге айтайын дегенім, Жаратушы-бұл сіздің жаратылыстарыңызбен біртұтас емес және Құдай бізде бірнеше рет бейнелі түрде өмір сүреді деп айту өте жұмсақ, шындық емес. Сіз есте болуы мүмкін барлық оның жаратылысы бар және көп емес. https://vk.com/nations_united",1
"Бірақ Кавказға қарсы исламға қарсы истерияны айдау процесі Кавказдың мұсылман халықтары арасында русофобияны айдау процесі онымен қатар жүрмесе, сәтті болмас еді. Солтүстік Кавказдан келген жартылай сауатты жас жігіттің басына көтерілу ""орыстар-бұл толығымен азғын Ә* * * сіздің халқыңыз бен дініңізді жек көретін"" орыс пен Солтүстік Кавказ халықтарының қарым-қатынасының тарихын отаршылдық жеккөрушілік пен жаулап алудың ғасырлар бойғы жауласу тарихы ретінде ұсыну. оны ""кафир руснасын"" жек көретін ваххабиттердің қолына итермелеу оны орыс деп санауға мәжбүр ету әлсіз және әлсіз малдар үшін https://vk.com/topic-40836617_28390249",1
"Қытай дұрыс емес жерде рашка пиздюля алмайды мұхитта бір жарылыс жасау үшін жеткілікті, сондықтан Қытай толқынмен жабылады, ал олардың ұлы қабырғасы ол (Қытай) орналасқан тостағанның қабырғасы болады... https://vk.com/kamenskrus",1
"КСРО басшылығы көрші елдегі дағдарысты шешуге тырысты, бірақ қабылданған шешімдер стихиялық көтерілістерді толыққанды соғысқа айналдырды. https://tjournal.ru/stories/421971-istoriya-talibana-chto-za-gruppirovka-zahvatyvaet-afganistan-i-daet-press-konferencii-v-moskve",1
"менің көз алдымда мұндай мысалдарды көрмеген кезде бір нәрсені санау қиын. Кері-тоған тоғаны. Егер сіз осылай қарасаңыз да, біздің елді толтырған осы Оңтүстік тайпалардың бәрі-басқыншылар. Және М және ж. олар тек қана сығып алады. https://vk.com/kamenskrus",1
"ИЯ, Google корпорациясы-бұл тек ақ күштерді жалдайтын нацистер, кейбір white power қозғалысына демеушілік жасайды, ал бұқаралық ақпарат құралдары өз қызметкерлерін ақ адамдар жасаған қылмыстарды жарнамаламауға мәжбүр етеді... Ал тоқта жоқ. https://vk.com/wall-39439883_4643344",1
1979 жылғы 10 желтоқсандағы төңкеріске дейін Кремль Ауғанстанға өз әскерлерін енгізу керек деп шешті. https://tjournal.ru/stories/421971-istoriya-talibana-chto-za-gruppirovka-zahvatyvaet-afganistan-i-daet-press-konferencii-v-moskve,1
жою-қара қалай жоюға болады,1
"Әлиев режимінің тұтқыны-депутат Мамедов Степанакерттің армяндарын 25 жылы 2021 тамызда аймаққа жойғысы келеді""",1
"Олар жаңа дәуір шіркеуін құрды және біздің компаниямен бәсекелесе алатындықтарын ойлады. Сіздің міндетіңіз - олардың барлығын біртұтас етіп жою. Мақсатқа жетудің құралдары талқыланбайды.""",1
Қытай либералды әлемдік тәртіпке қарсы соғысқа барады.,1
"Иерусалим шежіресі "" сондықтан бүкіл нәсіл оларды жойып жіберуі керек еді, өйткені ол бүкіл әлемді иемденбеді. Терроризмнің алғашқы құрбандары-террористердің өздері нацизмнің алғашқы құрбандары немістер болды.""",1
"Аңыз бойынша, Кали алдымен өзінің адал ізбасарлары мен жанкүйерлерін қоспағанда, бүкіл адамзат баласын жойғысы келді.""",1
"Талибан Ауғанстандағы ИМ содырларын толығымен жоюға ниетті. Ауғанстанның жаңа үкіметі есептейді ...""",1
"Көптеген орыс халықтары мұсылмандар оларды жойып жібергендіктен ғана жойыла алмады ...""",1
"""Мен Генрих Тивелл осы соғыс кезінде 250 орыс еврей украиндарын талассыз жоюды мақсат етіп қойдым. Егер әр сарбаз болса ...""",1
"Түріктер тыныш өмір сүру үшін"" армяндар мен еврейлерді Құртуға "" шақырды",1
"АҚШ Ауғанстанға B-52 бомбалаушыларын жіберді ...""Aug 07 2021 · АҚШ Ауғанстанға B-52 Stratofortress бомбардирлерін және AC-130 Specter ұшақтарын жіберді. Вашингтон ауған әскери күштеріне Талибан шабуылын тоқтатуға көмектесуге тырысуда.""",1
"Шынымды айтсам, бізге ақша табу үшін келген орыстарға өкінбеймін, олар біздің қыздарды құлдыққа сатады және орыс халқын мазақ етеді!Мен оларды өзім ұрар едім.... https://vk.com/topic-17578398_22957113",1
"орыстар арасында қылмыскерлерге толы!..сондықтан біз тек белгілі бір ұлт жаман халық екенін ескермеуіміз керек! елдердің барлық қалаларында әртүрлі ұлттар тұрады...және ұлдарды жағудың орнына.соғыс адамдарға әлемнің кез-келген жерінде тыныш сезінуге мүмкіндік беретін уақыт келді! дегенмен, ешкім оған тиесілі жерде өмір сүрмейді!адамдар дамиды, олар бұл үшін жұмыс істейді, олар басқа қалаларда(елдерде) өмір сүруге мәжбүр...біз бір-бірімізді құрметтеуіміз керек! https://vk.com/topic-17578398_22957113",1
адамдармен қасқырлармен қасқырлар және сыртқы келбеті мен нәсілі оныншы мәселе! https://vk.com/topic-17578398_22957113,1
"Міне, басқа ұлттар туралы мәселе, сондықтан мен орыстар туралы айтпадым)) иә, орыс аяздары да жеткілікті https://vk.com/topic-17578398_22957113",1
"Мұнда екі ұғымды бөлген жөн-Ресейдің басқа ұлт пен шетел азаматы. Ресей аумағында шетелдік азаматтың қозғалысы нақты реттелуі керек. Ол Ресей аумағында өзін-өзі ұстауы керек: жергілікті халықтың заңдары мен әдет-ғұрыптарын құрметтеп, менің ойымша, жергілікті халықтың тілін құрметтеуі керек. Менің ойымша, егер шетелдік азамат мұнда тұрақты тұруға келген болса, онда ол қабылдаушы елдің мемлекеттік тілінде сөйлеуі керек, яғни орыс тілін білуі керек. Біз емес, жергілікті тұрғындар оған бейімделуі керек. https://vk.com/topic-17578398_22957113",1
"Біз біртұтас шыққан барлық нәсілдерді ақылмен де, физикалық ерекшеліктермен де ажырата алмаймыз. Айырмашылықтар тек мәдениет пен ғаламшардағы адамдардың таралуында. Сондықтан мен терінің керемет түсі немесе дүниетанымы үшін басқа жарысты жек көрудің маңызды себептерін көрмеймін. Адамдар барлық жерде бірдей орыстар, кәрістер, еврейлер, африкалық американдықтар және сволочи және өте қалыпты. https://vk.com/topic-17578398_22957113",1
"Керек, бір-бірімізді және маңызды емес қандай сенде түсін немесе разрезі көз керек, айтуға адамның түсі бойынша тері бойынша қылықтарына өздері жасайды!!! https://vk.com/topic-17578398_22957113",1
"дааа өте жақсы, бірақ қылмыстың көп бөлігін эмигранттар жасайды, және ең бастысы, олар біздің жастарымызды есірткі арқылы уландырады және ең бастысы жұмыс орындарын алады, сондықтан олар біздің жұмысымызда жалақы көтермейді, өйткені билік оларға қарсы емес дейді, мигранттар сіздің орныңызға кетеді және олар келеді, сондықтан менің достарым кім, ал Жаулар кім, сіз КСРО ыдырағаннан кейін ұмытып кетесіз. Беларусь пен Украинадан басқа барлық жерде мен нәсілшіл де, фашист те емеспін, бірақ сіз қорғайтын барлық адамдар https://vk.com/topic-17578398_22957113",1
Тек иммигранттар есірткіні уландырмайды. Орыстар мұны да жасайды. Ресейді есірткімен уландыратын иммигранттар деп айтуға негіз жоқ https://vk.com/topic-17578398_22957113,1
адамдарды құрметтеу керек!олар қандай ұлт болмасын....егер сен ақ онда жоқ деп есептеу керек сенің раса превыше басқа сен бересін құқық өлтіруді емес угодных саған адамдар!СЕН ЖАРАТУШЫ ЕМЕССІҢ! https://vk.com/topic-17578398_22957113,1
Жеке Мен тек дағыстандықтар мен шешендерге теріс қараймын. Біздің орыстарға. бұл жерде олардың мінез-құлқы туралы нақты мәселе. Барлық адамдар әртүрлі ұлт бұл жерде ештеңе жоқ. https://vk.com/topic-17578398_22957113,1
"жақында мен ""хачиді"" ұнатпаймын, кешіріңіз, олардың басқаша қалай аталатынын білмеймін.Олар өздерін жақсы ұстайды-бәрі бірдей емес, бірақ бәрібір. https://vk.com/topic-17578398_22957113",1
"ол нацистті немесе ұлтшылды ұрып-соғып, панкомның өзі немесе анархист болғанын ешкім дәлелдеген жоқ па ? бұл айлакер нацистер панкқа айналды және жалпы алғанда, тек нәсілшілдер сыртқы келбеті бойынша соттайды тек фашистер терінің түсі бойынша Көздің түсі бойынша Шаштың түсі бойынша киімнің түсі бойынша шаш үлгісі бойынша блять нахуй сіз барлық нацистер сіз барлық нәсілшілсіз сіз киімнің түсі бойынша соттайсыз адамдарды іс-әрекеті бойынша емес, етіктің түсі мен терісінің түсі бойынша соттаңыз https://vk.com/topic-17578398_22957113",1
"""Шынында да, Алла сенушілерден жұмақтың орнына олардың өмірі мен мүлкін сатып алды. Олар Алланың жолында өлтіреді және өледі "" https://vk.com/topic-17578398_22957113",1
"Сіз мұндай келеңсіздіктерге назар аудармайсыз мен кездейсоқ нәсілшіл топқа түстім!!!!Сіз олардың онда не жазғанын білмейсіз!!!Олар дайын өлтіруді кесу және т. б. Айтпақшы менің оларға вступилась маған қауіп төндіруі болды унижать...Шын мәнінде, бұл психологиялық ауытқулары бар адамдар, бұл қалыпты жазылмайды!12 жастағы балалар да жазды. Олардың гитлері-Құдай және олар оған ғибадат етеді менің атам мұны көріп, ""Отаным""(олар қатты айтқандай)осындай қиянаттар үшін табытта босатылғанын білетін еді!!!Мұндай шыбықтар, олар қалай атылуы керек!!!!! https://vk.com/topic-17578398_22957113",1
"топтарда антифашистер де солай жазады, кесіп тастайды және өлтіреді, себепсіз ұрып-соғып, себепсіз өлтіреді https://vk.com/topic-17578398_22957113",1
"антифашистер-бұл қатыгез ұрылар олар мен антифашистерден қорқамын өйткені олар мені фашизмге немесе нацизмге негізсіз кінәлай алады, олар әлі де дәлел бар ма, жоқ па, сондықтан антифашистер фашистер мен нәсілшілдерден жақсы емес https://vk.com/topic-17578398_22957113",1
"Сенушілер әрқашан Құдайдың бар екендігінің дәлелдерін ""ғажайыптар"" түрінде іздейді, яғни олар соңына дейін сенбейді https://www.youtube.com/watch?v=MQCTgdGuqSY",1
"Бірақ Кавказға қарсы исламға қарсы истерияны айдау процесі Кавказдың мұсылман халықтары арасында русофобияны айдау процесі онымен қатар жүрмесе, сәтті болмас еді. Солтүстік Кавказдан келген жартылай сауатты жас жігіттің басына көтерілу ""орыстар-бұл толығымен азғын Ә* * * сіздің халқыңыз бен дініңізді жек көретін"" орыс пен Солтүстік Кавказ халықтарының қарым-қатынасының тарихын отаршылдық жеккөрушілік пен жаулап алудың ғасырлар бойғы жауласу тарихы ретінде ұсыну. оны ""кафир руснасын"" жек көретін ваххабиттердің қолына итермелеу оны орыс деп санауға мәжбүр ету әлсіз және әлсіз малдар үшін https://vk.com/topic-40836617_28390249",1
"Жануарлардың бір түрі және біз әртүрлі нәсілдерміз. Ұлты шын мәнінде маңызды емес, бірақ нәсілдің мәдени, интеллектуалдық және морфологиялық жағынан үлкен айырмашылығы бар. Расологтар мен антропологтар әр түрлі нәсілдер жануарлардың көптеген түрлеріне қарағанда бір-бірінен өзгеше екенін бірнеше рет айтқан. https://vk.com/topic-17578398_22957113",1
"Егер Ұлы Отан соғысындағы немістер бізді жеңсе, онда біз итальяндықтардың құлы болар едік? Менің нонсенс бойынша. Мен фашистік идеологияны ұстанатын бірде-бір адамды білмеймін. Айтпақшы, немци нацист болды, егер кім нақтылау үшін әлі білмесе. С чего ты взял біз еді рабами? https://vk.com/topic-17578398_22957113",1
"Жалпы, фашизм мен нәсілшілдік бірдей емес, сондықтан біз фашистермен шайқастық. Орыс ұлтында кроманиендердің понтидтерінің нордидтері жеткілікті, ал егер ол арийлік ұлттарды және әсіресе нордидтерді дәріптесе, онда неге оларды өлтіру керек деп ойлаймын, бұл жек көрушілік емес, бірақ басқа нәрсе деп ойлаймын. ол неміс халқы үшін ойлап тапқан нәрсеге мүлдем мән бермеді. https://vk.com/topic-17578398_22957113",1
"мен олардың барлығына шыдай алмаймын, бірақ егер олар Африкада от жағатын тауларда тұрса ғана мүмкін емес...онда олардың бәрі жақсы, бірақ олар бізге келгенде, мен оларды көре алмаймын!!!chmoshniki олар сіздің барлық хачи негрлер еврейлер мен америкалықтар https://vk.com/topic-17578398_22957113",1
Ресей орыстар үшін Еуропа-АҚ үшін! 14\ 88! Ресейдің Даңқы! Толерастар-пидорлар!  https://vk.com/topic-17578398_22957113,1
"Пәкістан мен Ауғанстанда көптеген мужахидтер таблигаға шығып, сол уақытта Алланың жолында соғысқан.",1
"Егер мен қателеспесем, онда фашизм Бенито Муссолиниді құрды. Гитлер бұл идеалогияны өзінің билігі үшін пайдаланды(Сталин к.Маркстің социализмімен де осылай жасады) адамдарға өздері қалаған нәрсені берді (дәлірек уәде берді). Ол билік аренасына ""Версаль оковаларымен төмен"" ұранымен келді. Версаль бейбітшілік келісімінің шешімін ұнатпаған Германия халқы Гитлердің ұсынысын қуана қабылдады және оны қолдады. Евгений Аноховский # 43 Гитлердің өзі фашист емес деп дұрыс айтты, бірақ билікке жету үшін ол кем дегенде осы идеологияларға еліктеуі керек еді... https://vk.com/topic-17578398_22957113",1
"Бірақ бұл тіпті тақырып емес, мен тақырыптан сәл алыстадым. 50-90 жылдары фашизм туралы тіпті естілмегенін ескеріңіз! КСРО мен АҚШ арасындағы ""суық"" туралы бәріміз жақсы білеміз, ол аяқталды, бірақ американдық үкіметтің КСРО-ның тікелей мұрагері Ресейге деген өшпенділігі аяқталған жоқ. Көптеген американдық қайраткерлер( және еуропалық) Ресейді тікелей соғыс арқылы жеңу мүмкін емес екенін бірнеше рет дәлелдеді! Орыс халқының рухы мен патриотизмін бұзудың жалғыз жолы-ішкі соғыс ұлтаралық соғыс деп аталады https://vk.com/topic-17578398_22957113",1
Кавказ республикаларының бірде-біреуі Ресейден Кавказ республикаларын бөліп алу сияқты Ресейден шығу тиімді емес екенін ескеріңіз. Менің пікірлерімді сынға алыңыз сізді қызықтыратын сұрақтар қойыңыз Мен бәріне жауап беремін))) және соңында... НӘСІЛШІЛДІК ЖОҚ!!!! https://vk.com/topic-17578398_22957113,1
"ИЯ, ешкім Кавказ республикаларын бөлуді талап етпейді. Орыстар кавказдықтардың Кавказ республикаларында өмір сүргенін қалайды, өз елдерінің мәдениетін дамытып, әдет - ғұрыптарын сақтап қалды-өтінемін, ешкім қарсы емес. Бірақ ешкім кавказдықтардың Тарихи орыс аумақтарына барғанын қаламайды! Мұнда нәсілшілдік бар ма?! https://vk.com/topic-17578398_22957113",1
"Кавказда және Азияда өмір әлдеқайда жақсы. Бәрі Ресейге қарағанда жақсы, киім, үй және мәдениет. Ресейден гөрі мұнда барлық ақша жақсы! Біз барлық жерде және Ресейде, Америкада және Германияда. Егер сіз Әзірбайжанда немесе Шешенстанда кем дегенде бір рет болсаңыз, онда сіз қай портта тұрғаныңызды түсініп, сол жерге кейбір орыс ұлттарыңыз сияқты өмір сүресіз https://vk.com/topic-17578398_22957113",1
"көпұлтты тату одақта өмір сүрген аталарымыз фашизмді жою үшін өз өмірлерін қиды. біз қазір не көріп отырмыз? көптеген тұрғындар Ресейді ""орыстар"" және т.б. деп санайды, бірақ біз Ресейдің этникалық құрамы әр түрлі болғанын және болатынын ұмытып кеттік. сондықтан, тіпті, егер сен хақ үкімдері ұлтшылдық көзқарастар ойлан, ол сен избиваешь кавказца ғана, яғни кавказец - сен уподобляешься тупорылой мрази. плюс.Ресей мен гитлер үйлеспейді.""Хейл гитлер"" және ""Ресейдің даңқы"" ұрандары ""патриот"" және ""нацист"" сөздерінің синонимі екендігіне себеп болған псевдопатриоттардың бірдей ауыздарынан шыққан. https://vk.com/topic-17578398_22957113",1
Неліктен адамдар Иса Мәсіхті Құдай деп атайды егер Исаның Өзі өзін Құдайдың ұлы деп атайтын болса және ол әрқашан Әкеге қызмет етуге келгенін және оған үлкен әке екенін айтқан болса. Содан кейін Иса гефсеман бағында кімге дұға етті? Өз-өзіне? Өте дұрыс емес білім және шатасуға әкеледі. https://www.youtube.com/watch?v=MQCTgdGuqSY,1
"неліктен Құдай қайда тұрады және ол қайда тұрады? О, Мен сізді осы тайғақ жолдан ескертуге асығамын. Өйткені сіз өз сөздеріңізде шындыққа сәйкес келмейтін артық сөздерді айтасыз немесе адамдарға білуге болмайтын нәрсені растайсыз. Сізге айтайын дегенім, Жаратушы-бұл сіздің жаратылыстарыңызбен біртұтас емес және Құдай бізде бірнеше рет бейнелі түрде өмір сүреді деп айту өте жұмсақ, шындық емес. Сіз есте болуы мүмкін барлық оның жаратылысы бар және көп емес. https://vk.com/nations_united",1
Адамдар-әр ұлттың гавно бар және орыс ерекшелік емес. Сол кім дейді бұл берсін дәлелдесе кері. Мен дұрыс екенімді дәлелдеймін. https://vk.com/topic-17578398_22957113,1
"мен мүлдем ұлтшыл емеспін. ал сравнивал фашисттерді с мразями мен мысал келтірді, адамдар ( ал дұрыс нелюдей) олар ұрады кавказцев салыстырды оларды мразями.бірақ жалпы ой нацизмге қарсы болды. мен жалпы нацизмге қарсымын және белгілі бір ұлттың бұзылуына қарсы емеспін https://vk.com/topic-17578398_22957113",1
тәжіктер өзбектер-бәрі де еңбекқор құл...руслан Пенни үшін жұмыс жасаңыз Сіз исламды мойындайсыз...сізге Еуропада ешкім керек емес...ал одан да көп АҚШ-та... ол қай жерде дүниеге келді және пайдалы болды https://vk.com/topic-17578398_22957113,1
"Ол Италиядағы фашистік қозғалыстың жетекшісі ретінде Гитлермен одақтас болды және болды... Маған жеке қарғыс айтты және Гитлер ештеңеге зиян тигізбеді, бірақ мен бұл сөздерден қорықпаймын... Әрине, ең бастысы - Гитлер және Муссолини оның ломбард болды...  https://vk.com/topic-17578398_22957113",1
Ақ басым болуы керек өйткені АҚ. https://vk.com/topic-17578398_22957113,1
"Өйткені ақ адамдар Нордической нәсіліне, сондықтан желіні дамытып, барлық өркениет планетада. Ал, бұл Мен өз сөзіммен және жалпы... https://vk.com/topic-17578398_22957113",1
Ақ айкью көп. Ақ өркениетті және лайықты. Себебі нағыз ақ скандинавиялық қан ұлы жауынгерлердің ұрпақтары. https://vk.com/topic-17578398_22957113,1
"Киттер жай қоян сияқты өсіреді, сондықтан олардың баратын жері жоқ. https://vk.com/topic-17578398_22957113",1
"Олар бізге соғыс жасайды, бұл тек уақыт мәселесі... Сондықтан оларға жаппай геноцид ұйымдастыру керек еді. Холокосттағы еврейлерге қарағанда салқын. https://vk.com/topic-17578398_22957113",1
"Айтпақшы, Жапония тағы да бір нәрсе айтады, олар Ресеймен соғысқысы келді. Мүмкін Хиросима мен Нагасаки олар үшін аз болған шығар... https://vk.com/topic-17578398_22957113",1
"Себебі сен ақсың... және ЧЕ??? Сіз ғалымдар мен еврейлердің көрнекті адамдарының арасында қарапайым ақтардан гөрі көп екенін білесіз бе (ахуенна әрине айтты)??? ""Ақ үстемдік етуі керек, өйткені АҚ"" - ахуенна! Соғыс туралы Иә, Сіз дұрыс айтасыз агрессия олардың тарапынан өсуде бірақ есіңізде болсын: саясаткерлер соғыс жариялайды - ""әкелер"" және олардың орнына сіз сияқты адамдар күреседі!!! Гитлердің КСРО - ны ақымақтықпен тастағаны да келіседі, мен Сталинді қолдамаймын, біз тек халықтың арқасында жеңдік!!! Бірақ мен геноцидке қарсымын!!! ""Әлемді төменгі нәсілден тазарту"" сияқты кез - келген жоғары мақсат - бұл нақты мақсатқа дейін жабу-әлемдік үстемдік, өйткені сіздің Гитлеріңіз КСРО-ға шабуыл жасады (және біз бастапқыда одақтас болдық)... немесе олар жапондармен бірге болды ма??? https://vk.com/topic-17578398_22957113",1
"Қандай ұлттың айырмашылығы бар? Біз барлық елдердегі адамдармыз, және кейбіреулеріне қарамастан, біз бәріміз биологиялық қатардағы бір ""түрміз"".Барлық елдерде жаман да, жақсы да адамдар бар, сондықтан мен адамды ұлттық сипаты бойынша бағаламау керек деп санаймын https://vk.com/topic-17578398_22957113",1
"Ауғанстаннан АҚШ басқарған кезде қауіп төнді! Талибан бізге ұзақ уақыт айтқан қажетсіз соғыс бізге жер керек! Талибан Ауғанстанды сыртқы басқарудан шығарады! ",1
"Егер Құдай болмаса, мен оған сенемін, Мен ештеңе жоғалтпаймын. Егер Құдай болса және мен оған сенбесем, онда Мен бәрін жоғалтамын https://www.youtube.com/watch?v=MQCTgdGuqSY",1
"мен олардың басын кесіп, Америкаға жіберемін https://vm.tiktok.com/ZSJohdbuN/ ",1
"орыстардан Кенесары ханның басын алу керек, егер оған ханның басы мен денесі қосылса, Қазақстан нығаяды https://vm.tiktok.com/ZSJohdbuN/",1
сен ақымақсың сен ақымақсың сен ақымақ боласың сен башқұрт емессің Сен фашистсің Сен нәсілшілсің Сен нәсілшілсің мен башқұртпын сен өтірік айтасың сен фашистік ақымақсың .Мен Башкирияны жақсы көремін ал сен башкир емессің мен дұрыс емеспін ал сен дұрыс емессің https://vk.com/topic-17578398_22957113,1
"Харижиттер Ислам мемлекетінің оралуына қарсы күресетіндер ",1
"Ия, ол өтірік айтады, ол өзі нәсілшіл, ол падонок, ол башқұрт емес, ол фашист https://vk.com/topic-17578398_22957113",1
әркімнің өз пікірі мен нәсілшілдігі жоқ орыстарға қарсы башқұрттарға қарсы ақ теріге қарсы кез-келген адамға қарсы нәсілшілдік бар және тек кавказдықтарға ғана емес https://vk.com/topic-17578398_22957113,1
"МАТЕРИАЛ ЖҰП БҰЛ ЖЕРДЕ СЕН ЕМЕС ҚҰҚЫҚ ВРЕШЬ СЕН СЕН РАСИСТКА СЕН ФАШИСТКА МІНЕ, СЕН КІМ МАТЕРИАЛ ЖҰП ҚОЙ..Сіз НӘСІЛШІЛСІЗ сіз ФАШИСТСІЗ сіз Кавказ емессіз сіз ХАЧИК емессіз сіз НӘСІЛШІЛСІЗ https://vk.com/topic-17578398_22957113",1
Сіз АНТИФАШИСТЕРДІҢ жазғанын көресіз АНТИФАШИСТЕР бұл өте қатал ФРЕДТЕР олар нацистер олар нәсілшілдер АНТИФАШИСТЕР НӘСІЛШІЛДЕРДЕН жақсы емес АНТИФАШИСТЕР сөзбен айтқанда АНТИФАШИСТЕР бірақ іс жүзінде олар нәсілшілдер олар нәсілшілдер және өте қатал https://vk.com/topic-17578398_22957113,1
ЖОҚ МАҒАН ҚҰЛДАР КЕРЕК ЕМЕС МАҒАН ҚҰЛДАР КЕРЕК ПЕ ? Мен ПУТИН емеспін және Барак ОБАМА емеспін маған құлдар керек емес Мен мұны қаламаймын мені нәсілшілдікке кінәлады МИНЯ нәсілшіл деп атағанын қаламаймын маған құлдар қажет емес https://vk.com/topic-17578398_22957113,1
"Әлем дірілдеп, тізе бүгіңіз Муслимдер жиһадқа барады! Өйткені, қасиетті Құран күнә үшін тозақты жазалау үшін анық айтады.",1
"Құдай ғана ойдан шіркеу басқару үшін әлем елдерімен. Ғана емес, сенген косили мен əр! https://www.youtube.com/watch?v=MQCTgdGuqSY",1
"Киелі кітаптан осы дүниеде әрекет ететін жалғыз нәрсе-бұл көзге арналған тіс. сіздің көршіңізден келетін барлық нәрсе, әсіресе, ұрпақтан-ұрпаққа төменгі приматтардан көмек ретінде жандармдар мен бейнекамераларды алып тастайтын приматтардың жоғарғы жағына қарап https://www.youtube.com/watch?v=MQCTgdGuqSY",1
"жақсы, Ресейге адал сатқындар, мүмкін, сіздің қаныңызда сатқындық бар https://vm.tiktok.com/ZSJohdbuN/ ",1
"Бомбалаушылар бомбаламайды танктер шабуыл жасамайды артиллерия қозғалмайды зымырандар ұшпайды.Сөз САМОЛИКВИДАЦИЯ.Яғни, өз елінің жойылуы өз қолымен жүреді.",1
"ҚАЙДАН ОСЫНША ӨШПЕНДІЛІК ? Міне, сіз дәл НӘСІЛШІЛСІЗ сіз ФАШИСТСІЗ сіз барлық ПОЛЯКТАРСЫЗ фашистер сіз ПОЛЯКТАРСЫЗ барлық нәсілшілдер сіз маған нәсілшіл жек көресіз сіз ФАШИСТСІЗ әрі қарай маймылдармен бірге ФАШИСТСІЗ https://vk.com/topic-17578398_22957113",1
Сіз ФАШИСТСІЗ сіз НӘСІЛШІЛСІЗ және сіздің жігітіңіз УРОД ол нәсілшіл және сіз НӘСІЛШІЛСІЗ маған деген жеккөрушілік қайдан келеді сізде барлық орыстар мен башқұрттарға деген фашистік жек көрушілік бар сіз өзіңізді нәсілшіл ретінде бағалайсыз сіз өзіңізді ФАШИСТ ретінде бағалайсыз неге маған сонша жамандық тілейсіз сіз ФАШИСТСІЗ және сіз барлық ФАШИСТТЕРСІЗ https://vk.com/topic-17578398_22957113,1
Біз Алланың армиясын мүжахидпіз. Бізді Алланың кітабы шабыттандырады. Сүннет пайғамбарымыздың шөлдеу джихад - бұл аллаға иман!,1
Сен фашистсің Сен нәсілшілсің .сен өзіңе қарашы урод сен подонок сен расист ! сен сияқты және бәрі сен сияқты сен нәсілшілсің https://vk.com/topic-17578398_22957113,1
